"Series","Mean","Max","Min","Strategy"
"GBPUSD Spot 3y 1d CGMA","0.734083505155","0.789948453608","0.448453608247","0010101011100000100011100010000000001000000000000010100000000000	"
"GBPUSD Spot 3y 1d CGO","0.573633075933","0.603603603604","0.521235521236","0010110010000011110011011101110110010100101001101001111100000010	"
"GBPUSD Spot 3y 1d CLMI","0.687598324742","0.738402061856","0.510309278351","0000010000000010000011000000100000100110000010000000000000000000	"
"GBPUSD Spot 3y 1d OGMA","0.505481185567","0.996134020619","0.00386597938144","1110111011110110010011001000000001000110111000101010001011001000	"
"GBPUSD Spot 3y 1d OLMI","0.489567525773","0.993556701031","0.00644329896907","1010001000100010001101001010000011100101101110001001011011000000	"
"Lockheed Martin 3m 5m CGMA","0.701095426373","0.751442615944","0.473605471255","0010000010100000100000000000000010000000000000000000000000000000	"
"Lockheed Martin 3m 5m CGO","0.537031965812","0.552777777778","0.508760683761","1011000101100101110101010001000001010100111110101110111000100000	"
"Lockheed Martin 3m 5m CLMI","0.722360098312","0.77409702928","0.478734772387","0000100000000000100010001000000000000000000000000000000000000000	"
"Lockheed Martin 3m 5m OGMA","0.882922034623","0.924342808292","0.201111348579","0001000011001010011001001000100001001000000000000000000000000000	"
"Lockheed Martin 3m 5m OLMI","0.89609467835","0.936524898483","0.216071810216","0101110000100100101010001010000000100010000000001000000000000000	"
"Lockheed Martin 3y 1d CGMA","0.690864886515","0.739652870494","0.504672897196","0000011001001000001000001110000000101000100010000010001000000000	"
"Lockheed Martin 3y 1d CGO","0.596430933333","0.637333333333","0.517333333333","1010110111000100111001001100101010101010010101111110111111110001	"
"Lockheed Martin 3y 1d CLMI","0.747819893191","0.802403204272","0.43391188251","0000000000100000100000001000001000100000100000000100000000000000	"
"Lockheed Martin 3y 1d OGMA","0.802697329773","0.854472630174","0.400534045394","0110100010001010110000000110000001010100110010001000000000000000	"
"Lockheed Martin 3y 1d OLMI","0.818616021362","0.869158878505","0.373831775701","1001010101100010011001101000000000011000100000001100000010000000	"
"Motor Oil 3m 5m CGMA","0.695403293769","0.748367952522","0.5","0000001000000000010000001000000010000000000000000000000000000000	"
"Motor Oil 3m 5m CGO","0.710412162563","0.760308513794","0.445861762088","0000001001001000100010000000000000000000000000000000000000000000	"
"Motor Oil 3m 5m CLMI","0.718995192878","0.772403560831","0.479525222552","0001000000001000010000000000000001000000000000001000000000000000	"
"Motor Oil 3m 5m OGMA","0.767805697329","0.821958456973","0.413056379822","1001110000101000110000000000000001000000000000000000000000000000	"
"Motor Oil 3m 5m OLMI","0.764274985163","0.817804154303","0.448071216617","1101001001001000100000000000000010001000000000001000000000000000	"
"Motor Oil 3y 1d CGMA","0.694197058824","0.74649859944","0.455182072829","1000100010100000001000001000000000000000101010100000001010100000	"
"Motor Oil 3y 1d CGO","0.58705972028","0.623776223776","0.52027972028","1011001010101001010110001010100000101010110100100011111010101011	"
"Motor Oil 3y 1d CLMI","0.731027310924","0.785714285714","0.456582633053","0010001000100010000010001010001000001010001000001010000000000000	"
"Motor Oil 3y 1d OGMA","0.812579411765","0.865546218487","0.389355742297","1011101111001100011001000000100001001010001000001100100000000000	"
"Motor Oil 3y 1d OLMI","0.838110784314","0.885154061625","0.355742296919","0100001001001100111110001010000000000000010000000010000000000000	"
"Tesco 3m 5m CGMA","0.736541633987","0.788562091503","0.458333333333","0000000010000000001000000010000000000000000000000000000000000000	"
"Tesco 3m 5m CGO","0.545231841202","0.563143277242","0.510210749877","0000000000000110011000000000001101000000000100000000000000000101	"
"Tesco 3m 5m CLMI","0.72324503268","0.77614379085","0.464869281046","0000000000000000000000000000000000000000000000000000000000000000	"
"Tesco 3m 5m OGMA","0.890632205882","0.930392156863","0.227941176471","1100111011000000101001100000000011001000000000001100100000000000	"
"Tesco 3m 5m OLMI","0.899312810458","0.938888888889","0.176470588235","0001111010001010110011001000000000100100100000001010000000000000	"
"Tesco 3y 1d CGMA","0.712216223404","0.768617021277","0.489361702128","1010010000100000000000101010101000100010011100001000000010100000	"
"Tesco 3y 1d CGO","0.589952855246","0.625498007968","0.527224435591","0110000001110000100110110010100101000101100101000001011000000000	"
"Tesco 3y 1d CLMI","0.686552260638","0.739361702128","0.489361702128","1010101001001000001010000010100010001000000010100000101010000000	"
"Tesco 3y 1d OGMA","0.840234840426","0.886968085106","0.277925531915","0101010011100000001000101000100000000000101000001000000000000000	"
"Tesco 3y 1d OLMI","0.835627659574","0.885638297872","0.304521276596","1000001010100000111000000000100001101000000010001000000000000000	"
"Toyota 3m 5m CGMA","0.736963291139","0.789388634527","0.447077834635","0000000010000000100000000010000000000000000000000010000000000000	"
"Toyota 3m 5m CGO","0.556169789984","0.579967689822","0.513462574044","0001000000000001000110000010001000100001100001000000001000000011	"
"Toyota 3m 5m CLMI","0.731483598169","0.784540802586","0.470509022354","1000000010100000000000000000000000101000000000000000000000000000	"
"Toyota 3m 5m OGMA","0.940235820092","0.973606248317","0.0977646108268","0011010011110100101011111010000010011100100100001100110010100000	"
"Toyota 3m 5m OLMI","0.94071077296","0.976030164288","0.0934554268785","1001100101110000110011101010000011000001011000001100100011001000	"
"Toyota 3y 1d CGMA","0.653345879121","0.701923076923","0.516483516484","1010000010111000000000101010001000000100000010101000100000001000	"
"Toyota 3y 1d CGO","0.58371303155","0.61865569273","0.525377229081","0010101011011000101001100011100101111101010101100000011101111101	"
"Toyota 3y 1d CLMI","0.677513598901","0.728021978022","0.501373626374","0000100001000010101010000010100000100100000000001000000000000000	"
"Toyota 3y 1d OGMA","0.704239285714","0.758241758242","0.489010989011","0010010011100000000100000110010000010000000010000100000000000000	"
"Toyota 3y 1d OLMI","0.727453434066","0.778846153846","0.472527472527","0100000000101000100000001010001010100000000000001100000000000000	"
"Unilever NV 3m 5m CGMA","0.697845685358","0.74968847352","0.492834890966","0000000000000000000000000000000000000000000000000000100000000000	"
"Unilever NV 3m 5m CGO","0.52871618128","0.54134869958","0.506930384675","0000000000000010001000000000010011010000000010100000000011000011	"
"Unilever NV 3m 5m CLMI","0.720963629283","0.771806853583","0.489252336449","0000000010100000001000000000000000000000000000000000000000000000	"
"Unilever NV 3m 5m OGMA","0.89738834891","0.938161993769","0.184267912773","1100110010101000110001101110100000000010000010000000000000000000	"
"Unilever NV 3m 5m OLMI","0.902766246106","0.941588785047","0.202024922118","1100110011101000010000001100000011110000000010001000000000000000	"
"Unilever NV 3y 1d CGMA","0.690650524934","0.740157480315","0.484251968504","0000001000001000001100001000000010100010001010001000010010100000	"
"Unilever NV 3y 1d CGO","0.576077326343","0.606815203145","0.516382699869","1001111101110101111110001001010011101100110010100111001101110011	"
"Unilever NV 3y 1d CLMI","0.738650262467","0.790026246719","0.433070866142","0010111010000010110010001000000000000010000000000010100000000000	"
"Unilever NV 3y 1d OGMA","0.770306167979","0.824146981627","0.431758530184","0000010000100000000000001010000000100000000000001010000000000000	"
"Unilever NV 3y 1d OLMI","0.828325328084","0.877952755906","0.364829396325","0011010011100000100001100000100011100010000000000000100000000000	"
