"Series","Mean","Max","Min","Strategy"
"Alphabet 3m 5m CGMA","0.698051764209","0.747517430805","0.489118952039","0010000010000000000000001000000000000000000000000000000000000000	"
"Alphabet 3m 5m CGO","0.535867279256","0.550697084918","0.507393324884","1110000110001011011010110011100100000100110110100101001101001010	"
"Alphabet 3m 5m CLMI","0.714690450032","0.76716670188","0.484470737376","0000100000000000100010001000000000000010000000000000000000000000	"
"Alphabet 3m 5m OGMA","0.880679885907","0.922670610606","0.245298964716","0001101110101000001001101100000010010000000010000100000010000000	"
"Alphabet 3m 5m OLMI","0.884924762307","0.926684977815","0.193746038453","1010100000100000110000001000100000100000100000001000000000000000	"
"Alphabet 3y 1d CGMA","0.66891588785","0.722296395194","0.511348464619","0000000000001000001011000000100011001000000000000010100010000000	"
"Alphabet 3y 1d CGO","0.5774828","0.609333333333","0.510666666667","1011010100101010100101011100010100000110000101011100101001001011	"
"Alphabet 3y 1d CLMI","0.721434579439","0.778371161549","0.447263017356","0001100001000000000100100000001010100010000000000000000000010000	"
"Alphabet 3y 1d OGMA","0.752333511348","0.806408544726","0.463284379172","1110000010100000000011001000000011000000000000000000000000100000	"
"Alphabet 3y 1d OLMI","0.827401068091","0.878504672897","0.333778371162","0100100000100000001010000000100010001100000000000000000000000000	"
"British American Tobacco 3m 5m CGMA","0.70936620915","0.76160130719","0.468790849673","0010000000000000000000000000000000000000000000000000000000000000	"
"British American Tobacco 3m 5m CGO","0.536663747754","0.55170723738","0.508413657899","0000011000000000110011000001011111000000010001100001000000010100	"
"British American Tobacco 3m 5m CLMI","0.743917124183","0.797712418301","0.440849673203","1000000000100000100010000000000000000000000000000000000000000000	"
"British American Tobacco 3m 5m OGMA","0.910190800654","0.947222222222","0.185784313725","0111010010101000100000001000000000110000000000001010000010000000	"
"British American Tobacco 3m 5m OLMI","0.912294150327","0.952287581699","0.13545751634","1011001010101010101001001010100011000000101000001110000010000000	"
"British American Tobacco 3y 1d CGMA","0.672782180851","0.722074468085","0.482712765957","0000000000000000001000001000000000000000001000101000000000000000	"
"British American Tobacco 3y 1d CGO","0.575777954847","0.60823373174","0.511288180611","1000111000000010011001011010100011110101010000100110101000111100	"
"British American Tobacco 3y 1d CLMI","0.749575531915","0.80585106383","0.4375","0010101000100000111001100010000010000000101010100000000000001000	"
"British American Tobacco 3y 1d OGMA","0.78871981383","0.840425531915","0.382978723404","1110110010000000010101000000100010100000110000000000000000000000	"
"British American Tobacco 3y 1d OLMI","0.843310771277","0.892287234043","0.337765957447","1101100101010000100100101000000011100000100000000010000000000000	"
"Citigroup 3m 5m CGMA","0.711358571127","0.762629465229","0.470513633481","0010000000000000000010000010000000000010000000000000000000000000	"
"Citigroup 3m 5m CGO","0.534961432798","0.549661876585","0.504860524091","0101010100010001101000000000010001000000010100011110001000011001	"
"Citigroup 3m 5m CLMI","0.715664426126","0.767702388501","0.453815261044","0000001000101000010000000000000000000000000000000000000000000000	"
"Citigroup 3m 5m OGMA","0.9513338829","0.982667512154","0.0519974635384","0000111000111000111110001000001010001000010010001000100000100000	"
"Citigroup 3m 5m OLMI","0.953930310717","0.987529063623","0.0374128091313","1011001101110010011010001100101000111010100011001100000010100000	"
"Citigroup 3y 1d CGMA","0.675933511348","0.727636849132","0.50867823765","0011000001101000000001000000000000001000001000001010001000100000	"
"Citigroup 3y 1d CGO","0.565482","0.593333333333","0.510666666667","1111100000101101111110010100110111000011101110101111011110110111	"
"Citigroup 3y 1d CLMI","0.712471695594","0.766355140187","0.473965287049","1000100000100100100000000000000000100000000000000000100000000000	"
"Citigroup 3y 1d OGMA","0.759501201602","0.814419225634","0.443257676903","1001011001000000100000000000000001100000010000001000000000000000	"
"Citigroup 3y 1d OLMI","0.759201201602","0.818424566088","0.461949265688","1100001010101110000000001000000000100000100000001100000010000000	"
"Fast Retailing Co 3m 5m CGMA","0.71923747306","0.772629310345","0.488146551724","0000000000000000100000000000000000000000000000000010000000000000	"
"Fast Retailing Co 3m 5m CGO","0.556190412066","0.579585241045","0.518179369782","0000000000000000001010001000000000000000100001010000101000000010	"
"Fast Retailing Co 3m 5m CLMI","0.71761096444","0.769935344828","0.49057112069","0000000000100000000010000000000000000000000000000000000000000000	"
"Fast Retailing Co 3m 5m OGMA","0.902656196121","0.941810344828","0.199084051724","0000010110111000000010001010100000100010000010000000000000000000	"
"Fast Retailing Co 3m 5m OLMI","0.902517780172","0.941810344828","0.202855603448","1010011001100000011000000000000011000000000000000000100000000000	"
"Fast Retailing Co 3y 1d CGMA","0.671904258242","0.722527472527","0.510989010989","1000000000000010000000000010000000010000000100000000000000000000	"
"Fast Retailing Co 3y 1d CGO","0.585149794239","0.620027434842","0.518518518519","0111000110110000101000011100111110101101100100010111110010111000	"
"Fast Retailing Co 3y 1d CLMI","0.673988736264","0.725274725275","0.482142857143","0000000000100010101000000000000011100000001000000100000000001000	"
"Fast Retailing Co 3y 1d OGMA","0.727889423077","0.782967032967","0.482142857143","0011000011101000110110100000100010100000010000000000100000000000	"
"Fast Retailing Co 3y 1d OLMI","0.738962087912","0.793956043956","0.462912087912","0100000011100000001001001100000000100100000010000000000000000000	"
"GBPUSD Spot 3m 5m CGMA","0.819027663827","0.867676448932","0.332754812244","0000000010000000010000000000000000000000000000000000000000000000	"
"GBPUSD Spot 3m 5m CGO","0.537052090455","0.552143044965","0.511859058638","0000000000000000000000000000000000000001000000000000000000010000	"
"GBPUSD Spot 3m 5m CLMI","0.861514284212","0.904964762806","0.276901230672","0000000010000000101000000000000000000000000000000000000000000000	"
"GBPUSD Spot 3m 5m OGMA","0.499129630798","0.994898495845","0.00504891132849","1000001001011001001100001100001000010011010000101111000011000000	"
"GBPUSD Spot 3m 5m OLMI","0.496072462396","0.993899232145","0.00604817502893","1101111011000001010001000011100010001100101000001000000000100000	"
